name,isolate_id,isolate_name,subtype,location,host,date,domestic_status,clade,date_complete,date_frac,date_year,date_year_month,date_yday,date_year_week,location_1,location_2,location_3,location_4,location_5,location_n,location_c1,location_c2,host_meta,host_order,domestic_wild,host_class,cluster_pb2,cluster_pb1,cluster_pa,cluster_ha,cluster_np,cluster_na,cluster_mp,cluster_ns,cluster_profile,profile_lab,cluster_genome
EPI_ISL_china_2023088|H5N1|a/tundra_swan/hubei/hbq1/2021|2021-11-28|2021.907,EPI_ISL_china_2023088,A/tundra_swan/Hubei/HBQ1/2021,H5N1,Asia / China / Hubei,tundra_swan,28/11/2021,wild,NA,TRUE,2021.907,2021,2021-11,332,2021.48,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_2023089|H5N1|a/bean_goose/hubei/hbyg32/2021|2021-11-18|2021.879,EPI_ISL_china_2023089,A/bean_goose/Hubei/HBYG32/2021,H5N1,Asia / China / Hubei,bean_goose,18/11/2021,wild,NA,TRUE,2021.879,2021,2021-11,322,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,bean_goose,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230810|H5N1|a/common_teal/hubei/hbyg30/2021|2021-11-18|2021.879,EPI_ISL_china_20230810,A/common_teal/Hubei/HBYG30/2021,H5N1,Asia / China / Hubei,common_teal,18/11/2021,wild,NA,TRUE,2021.879,2021,2021-11,322,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,common_teal,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230811|H5N1|a/tundra_swan/hubei/hbyg28/2021|2021-11-18|2021.879,EPI_ISL_china_20230811,A/tundra_swan/Hubei/HBYG28/2021,H5N1,Asia / China / Hubei,tundra_swan,18/11/2021,wild,NA,TRUE,2021.879,2021,2021-11,322,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230812|H5N1|a/tundra_swan/hubei/hbyg27/2021|2021-11-16|2021.874,EPI_ISL_china_20230812,A/tundra_swan/Hubei/HBYG27/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230813|H5N1|a/tundra_swan/hubei/hbyg24/2021|2021-11-16|2021.874,EPI_ISL_china_20230813,A/tundra_swan/Hubei/HBYG24/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230814|H5N1|a/tundra_swan/hubei/hbyg23/2021|2021-11-16|2021.874,EPI_ISL_china_20230814,A/tundra_swan/Hubei/HBYG23/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230815|H5N1|a/tundra_swan/hubei/hbyg22/2021|2021-11-16|2021.874,EPI_ISL_china_20230815,A/tundra_swan/Hubei/HBYG22/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230816|H5N1|a/tundra_swan/hubei/hbyg18/2021|2021-11-16|2021.874,EPI_ISL_china_20230816,A/tundra_swan/Hubei/HBYG18/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230817|H5N1|a/tundra_swan/hubei/hbyg17/2021|2021-11-16|2021.874,EPI_ISL_china_20230817,A/tundra_swan/Hubei/HBYG17/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230818|H5N1|a/tundra_swan/hubei/hbyg16/2021|2021-11-16|2021.874,EPI_ISL_china_20230818,A/tundra_swan/Hubei/HBYG16/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230819|H5N1|a/tundra_swan/hubei/hbyg15/2021|2021-11-16|2021.874,EPI_ISL_china_20230819,A/tundra_swan/Hubei/HBYG15/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230820|H5N1|a/tundra_swan/hubei/hbyg14/2021|2021-11-16|2021.874,EPI_ISL_china_20230820,A/tundra_swan/Hubei/HBYG14/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_china_20230821|H5N1|a/tundra_swan/hubei/hbyg13/2021|2021-11-16|2021.874,EPI_ISL_china_20230821,A/tundra_swan/Hubei/HBYG13/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230822|H5N1|a/tundra_swan/hubei/hbyg12/2021|2021-11-16|2021.874,EPI_ISL_china_20230822,A/tundra_swan/Hubei/HBYG12/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230823|H5N1|a/tundra_swan/hubei/hbyg11/2021|2021-11-16|2021.874,EPI_ISL_china_20230823,A/tundra_swan/Hubei/HBYG11/2021,H5N1,Asia / China / Hubei,tundra_swan,16/11/2021,wild,NA,TRUE,2021.874,2021,2021-11,320,2021.46,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230824|H5N1|a/tundra_swan/hubei/hbyg9/2021|2021-11-23|2021.893,EPI_ISL_china_20230824,A/tundra_swan/Hubei/HBYG9/2021,H5N1,Asia / China / Hubei,tundra_swan,23/11/2021,wild,NA,TRUE,2021.893,2021,2021-11,327,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230825|H5N1|a/tundra_swan/hubei/hbyg8/2021|2021-11-23|2021.893,EPI_ISL_china_20230825,A/tundra_swan/Hubei/HBYG8/2021,H5N1,Asia / China / Hubei,tundra_swan,23/11/2021,wild,NA,TRUE,2021.893,2021,2021-11,327,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230826|H5N1|a/tundra_swan/hubei/hbyg7/2021|2021-11-23|2021.893,EPI_ISL_china_20230826,A/tundra_swan/Hubei/HBYG7/2021,H5N1,Asia / China / Hubei,tundra_swan,23/11/2021,wild,NA,TRUE,2021.893,2021,2021-11,327,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230827|H5N1|a/tundra_swan/hubei/hbyg4/2021|2021-11-22|2021.89,EPI_ISL_china_20230827,A/tundra_swan/Hubei/HBYG4/2021,H5N1,Asia / China / Hubei,tundra_swan,22/11/2021,wild,NA,TRUE,2021.89,2021,2021-11,326,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230828|H5N1|a/tundra_swan/hubei/hbyg3/2021|2021-11-22|2021.89,EPI_ISL_china_20230828,A/tundra_swan/Hubei/HBYG3/2021,H5N1,Asia / China / Hubei,tundra_swan,22/11/2021,wild,NA,TRUE,2021.89,2021,2021-11,326,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230829|H5N1|a/tundra_swan/hubei/hbyg2/2021|2021-11-22|2021.89,EPI_ISL_china_20230829,A/tundra_swan/Hubei/HBYG2/2021,H5N1,Asia / China / Hubei,tundra_swan,22/11/2021,wild,NA,TRUE,2021.89,2021,2021-11,326,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230830|H5N1|a/tundra_swan/hubei/hbyg1/2021|2021-11-22|2021.89,EPI_ISL_china_20230830,A/tundra_swan/Hubei/HBYG1/2021,H5N1,Asia / China / Hubei,tundra_swan,22/11/2021,wild,NA,TRUE,2021.89,2021,2021-11,326,2021.47,Asia,China,Hubei,NA,NA,hubei,hubei,hubei,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230831|H5N1|a/common_teal/ningxia/ndyg53/2021|2021-10-20|2021.8,EPI_ISL_china_20230831,A/common_teal/Ningxia/NDYG53/2021,H5N1,Asia / China / Ningxia,common_teal,20/10/2021,wild,NA,TRUE,2021.8,2021,2021-10,293,2021.42,Asia,China,Ningxia,NA,NA,ningxia,ningxia,ningxia,common_teal,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_china_20230832|H5N1|a/gadwall/ningxia/ndyg39/2021|2021-10-20|2021.8,EPI_ISL_china_20230832,A/gadwall/Ningxia/NDYG39/2021,H5N1,Asia / China / Ningxia,gadwall,20/10/2021,wild,NA,TRUE,2021.8,2021,2021-10,293,2021.42,Asia,China,Ningxia,NA,NA,ningxia,ningxia,ningxia,gadwall,Anseriformes,wild,Anseriformes wild,2,1,1,1,1,1,1,1,2_1_1_1_1_1_1_1,H5N1/2020/R2_Europe,2
EPI_ISL_china_20230833|H5N1|a/mute_swan/inner_mongolia/wq3/2021|2021-10-15|2021.786,EPI_ISL_china_20230833,A/mute_swan/Inner_Mongolia/WQ3/2021,H5N1,Asia / China / Inner_Mongolia,mute_swan,15/10/2021,wild,NA,TRUE,2021.786,2021,2021-10,288,2021.42,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,mute_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230834|H5N1|a/mute_swan/inner_mongolia/wq2/2021|2021-10-10|2021.773,EPI_ISL_china_20230834,A/mute_swan/Inner_Mongolia/WQ2/2021,H5N1,Asia / China / Inner_Mongolia,mute_swan,10/10/2021,wild,NA,TRUE,2021.773,2021,2021-10,283,2021.41,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,mute_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230835|H5N1|a/tundra_swan/inner_mongolia/wq1/2021|2021-10-08|2021.767,EPI_ISL_china_20230835,A/tundra_swan/Inner_Mongolia/WQ1/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,08/10/2021,wild,NA,TRUE,2021.767,2021,2021-10,281,2021.41,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230836|H5N1|a/tundra_swan/inner_mongolia/wf41/2021|2021-10-16|2021.789,EPI_ISL_china_20230836,A/tundra_swan/Inner_Mongolia/WF41/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,16/10/2021,wild,NA,TRUE,2021.789,2021,2021-10,289,2021.42,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230837|H5N1|a/tundra_swan/inner_mongolia/wf36/2021|2021-10-16|2021.789,EPI_ISL_china_20230837,A/tundra_swan/Inner_Mongolia/WF36/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,16/10/2021,wild,NA,TRUE,2021.789,2021,2021-10,289,2021.42,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230838|H5N1|a/tundra_swan/inner_mongolia/wf31/2021|2021-10-16|2021.789,EPI_ISL_china_20230838,A/tundra_swan/Inner_Mongolia/WF31/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,16/10/2021,wild,NA,TRUE,2021.789,2021,2021-10,289,2021.42,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230839|H5N1|a/tundra_swan/inner_mongolia/wf11/2021|2021-10-16|2021.789,EPI_ISL_china_20230839,A/tundra_swan/Inner_Mongolia/WF11/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,16/10/2021,wild,NA,TRUE,2021.789,2021,2021-10,289,2021.42,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,2,1,9,1,1,4,1,1,2_1_9_1_1_4_1_1,H5N1/2021/R4_Asia,22
EPI_ISL_china_20230840|H5N1|a/common_peafowl/inner_mongolia/wq9/2021|2021-12-20|2021.967,EPI_ISL_china_20230840,A/common_peafowl/Inner_Mongolia/WQ9/2021,H5N1,Asia / China / Inner_Mongolia,common_peafowl,20/12/2021,wild,NA,TRUE,2021.967,2021,2021-12,354,2021.51,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,common_peafowl,Galliformes,wild,Galliformes,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230841|H5N1|a/common_peafowl/inner_mongolia/wq8/2021|2021-12-20|2021.967,EPI_ISL_china_20230841,A/common_peafowl/Inner_Mongolia/WQ8/2021,H5N1,Asia / China / Inner_Mongolia,common_peafowl,20/12/2021,wild,NA,TRUE,2021.967,2021,2021-12,354,2021.51,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,common_peafowl,Galliformes,wild,Galliformes,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230842|H5N1|a/tundra_swan/inner_mongolia/wf646/2021|2021-11-25|2021.899,EPI_ISL_china_20230842,A/tundra_swan/Inner_Mongolia/WF646/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,25/11/2021,wild,NA,TRUE,2021.899,2021,2021-11,329,2021.48,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230843|H5N1|a/tundra_swan/inner_mongolia/wf641/2021|2021-11-25|2021.899,EPI_ISL_china_20230843,A/tundra_swan/Inner_Mongolia/WF641/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,25/11/2021,wild,NA,TRUE,2021.899,2021,2021-11,329,2021.48,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230844|H5N1|a/tundra_swan/inner_mongolia/wf636/2021|2021-11-25|2021.899,EPI_ISL_china_20230844,A/tundra_swan/Inner_Mongolia/WF636/2021,H5N1,Asia / China / Inner_Mongolia,tundra_swan,25/11/2021,wild,NA,TRUE,2021.899,2021,2021-11,329,2021.48,Asia,China,Inner_Mongolia,_Mongolia,_Mongolia,inner_mongolia,inner_mongolia,inner_mongolia,tundra_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230845|H5N1|a/whooper_swan/henan/sq5/2021|2021-12-01|2021.915,EPI_ISL_china_20230845,A/whooper_swan/Henan/SQ5/2021,H5N1,Asia / China / Henan,whooper_swan,01/12/2021,wild,NA,TRUE,2021.915,2021,2021-12,335,2021.48,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230846|H5N1|a/whooper_swan/henan/sq4/2021|2021-12-02|2021.918,EPI_ISL_china_20230846,A/whooper_swan/Henan/SQ4/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230847|H5N1|a/whooper_swan/henan/sq3/2021|2021-12-02|2021.918,EPI_ISL_china_20230847,A/whooper_swan/Henan/SQ3/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,2,1,34,1,1,4,1,1,2_1_34_1_1_4_1_1,NA,22
EPI_ISL_china_20230848|H5N1|a/whooper_swan/henan/sq2/2021|2021-12-02|2021.918,EPI_ISL_china_20230848,A/whooper_swan/Henan/SQ2/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230849|H5N1|a/whooper_swan/henan/sq1/2021|2021-11-26|2021.901,EPI_ISL_china_20230849,A/whooper_swan/Henan/SQ1/2021,H5N1,Asia / China / Henan,whooper_swan,26/11/2021,wild,NA,TRUE,2021.901,2021,2021-11,330,2021.48,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230850|H5N1|a/whooper_swan/henan/sm956/2021|2021-12-03|2021.921,EPI_ISL_china_20230850,A/whooper_swan/Henan/SM956/2021,H5N1,Asia / China / Henan,whooper_swan,03/12/2021,wild,NA,TRUE,2021.921,2021,2021-12,337,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230851|H5N1|a/whooper_swan/henan/sm511/2021|2021-12-02|2021.918,EPI_ISL_china_20230851,A/whooper_swan/Henan/SM511/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230852|H5N1|a/whooper_swan/henan/sm456/2021|2021-12-02|2021.918,EPI_ISL_china_20230852,A/whooper_swan/Henan/SM456/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230853|H5N1|a/whooper_swan/henan/sm281/2021|2021-12-02|2021.918,EPI_ISL_china_20230853,A/whooper_swan/Henan/SM281/2021,H5N1,Asia / China / Henan,whooper_swan,02/12/2021,wild,NA,TRUE,2021.918,2021,2021-12,336,2021.49,Asia,China,Henan,NA,NA,henan,henan,henan,whooper_swan,Anseriformes,wild,Anseriformes wild,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
EPI_ISL_china_20230854|H5N1|a/great_cormorant/anhui/a1141/2021|2021-12-01|2021.915,EPI_ISL_china_20230854,A/great_cormorant/Anhui/A1141/2021,H5N1,Asia / China / Anhui,great_cormorant,01/12/2021,wild,NA,TRUE,2021.915,2021,2021-12,335,2021.48,Asia,China,Anhui,NA,NA,anhui,anhui,anhui,great_cormorant,Suliformes,wild,Avian other,1,1,1,1,1,1,1,1,1_1_1_1_1_1_1_1,H5N1/2021/R5_Europe,19
