tipnames,virus_subtype,isolate_id,isolate_name,collection_date,collection_datemonth,collection_dateyear,host_class,host_order,host_family,host_sciname,host_commonname,host_isbird,host_isdomestic,host_simplifiedhost,collection_regionname,collection_countryname,collection_countrycode,collection_countrylat,collection_countrylong,collection_subdiv1name,collection_subdiv1code,collection_subdiv1lat,collection_subdiv1long,collection_original,profile_lab,cluster_profile,cluster_label,clade,collection_tipdate,cluster_number,collection_dateerror
H5N1|2344b|EPI_ISL_17353839|anseriformes|colombia|5_4_9_1_2_1_1_1|2022-10-09,H5N1,EPI_ISL_17353839,a/duck/choco/ica-3501/2022,2022-10-09,2022-10,2022,Aves,anseriformes,anatidae,anatidae (duck sp.),duck sp.,TRUE,wild,anseriformes-wild,south america,colombia,col,3.88807090888846,-73.0744382518538,chocó,co.ch,5.93194075736459,-76.9341377836413,South America / Colombia / Departamento del Choco / NA / NA,H5N1/2022/R13_NAmerica,5_4_9_1_2_1_1_1,H5N1/2022/R29_NAmerica,2344b,2022-10-09,cluster004,FALSE
H5N1|2344b|EPI_ISL_17468386|unknown|chile|4_3_1_1_2_1_1_3|2023-03-24,H5N1,EPI_ISL_17468386,a/chile/25945/2023,2023-03-24,2023-03,2023,unknown,unknown,unknown,homo sapiens,unknown,FALSE,wild,unknown,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,South America / Chile / Region de Antofagasta / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-24,cluster003,FALSE
H5N1|2344b|EPI_ISL_17660070|galliformes|peru|4_3_1_1_2_1_1_3|2022-11-11,H5N1,EPI_ISL_17660070,a/chicken/peru/23-005607-001-original/2022,2022-11-11,2022-11,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,South America / Peru / NA / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-11-11,cluster003,FALSE
H5N1|2344b|EPI_ISL_17660071|galliformes|peru|4_3_1_1_2_1_1_3|2022-11-11,H5N1,EPI_ISL_17660071,a/chicken/peru/23-005607-002-original/2022,2022-11-11,2022-11,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,South America / Peru / NA / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-11-11,cluster003,FALSE
H5N1|2344b|EPI_ISL_17660072|galliformes|peru|4_3_1_1_2_1_1_3|2022-11-11,H5N1,EPI_ISL_17660072,a/chicken/peru/23-005607-003-original/2022,2022-11-11,2022-11,2022,Aves,galliformes,phasianidae,gallus gallus (domestic type),red junglefowl (domestic type),TRUE,domestic,galliformes-domestic,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,South America / Peru / NA / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-11-11,cluster003,FALSE
H5N1|2344b|EPI_ISL_17660073|strigiformes|peru|4_3_1_1_2_1_1_3|2022-11-11,H5N1,EPI_ISL_17660073,a/owl/peru/23-005629-001-original/2022,2022-11-11,2022-11,2022,Aves,strigiformes,strigidae,strigiformes sp.,owl sp.,TRUE,wild,other,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,South America / Peru / NA / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-11-11,cluster003,FALSE
H5N1|2344b|EPI_ISL_17660074|suliformes|peru|4_3_1_1_2_1_1_3|2022-11-11,H5N1,EPI_ISL_17660074,a/brown_booby/peru/23-005629-003-original/2022,2022-11-11,2022-11,2022,Aves,suliformes,sulidae,sula leucogaster,brown booby,TRUE,wild,other,south america,peru,per,-9.12690950582405,-74.3967035676846,NA,NA,NA,NA,South America / Peru / NA / NA / NA,H5N1/2022/R8_NAmerica,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-11-11,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885849|charadriiformes|chile|4_3_1_1_2_1_1_3|2023-03-06,H5N1,EPI_ISL_17885849,A/black skimmer/Maule/240379/2023,2023-03-06,2023-03,2023,charadriiformes,charadriiformes,NA,NA,NA,NA,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,maule,cl.ml,-35.6204383329149,-71.4454635697529,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-06,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885869|anseriformes|chile|4_3_1_1_2_1_1_3|2023-02-28,H5N1,EPI_ISL_17885869,A/goose/Araucania/239189-1/2023,2023-02-28,2023-02,2023,anseriformes domestic,anseriformes,NA,NA,NA,NA,domestic,anseriformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-02-28,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885870|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-12,H5N1,EPI_ISL_17885870,A/chicken/OHiggins/241252-6/2023,2023-03-12,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,libertador general bernardo o'hi,cl.li,-34.4357789812144,-71.0464648196043,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-12,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885871|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-12,H5N1,EPI_ISL_17885871,A/chicken/OHiggins/241252-3/2023,2023-03-12,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,libertador general bernardo o'hi,cl.li,-34.4357789812144,-71.0464648196043,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-12,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885872|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-12,H5N1,EPI_ISL_17885872,A/chicken/OHiggins/241252-1/2023,2023-03-12,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,libertador general bernardo o'hi,cl.li,-34.4357789812144,-71.0464648196043,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-12,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885873|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-10,H5N1,EPI_ISL_17885873,A/chicken/Nuble/241681-1/2023,2023-03-10,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-10,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885874|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-10,H5N1,EPI_ISL_17885874,A/chicken/Nuble/241557-1/2023,2023-03-10,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-10,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885876|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-08,H5N1,EPI_ISL_17885876,A/chicken/Nuble/240684/2023,2023-03-08,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-08,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885877|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-06,H5N1,EPI_ISL_17885877,A/chicken/Nuble/240155/2023,2023-03-06,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-06,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885878|galliformes|chile|4_3_1_1_2_1_1_3|2023-02-27,H5N1,EPI_ISL_17885878,A/chicken/Nuble/239136/2023,2023-02-27,2023-02,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-02-27,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885912|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-24,H5N1,EPI_ISL_17885912,A/pelican/OHiggins/233721-1/2023,2023-01-24,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,libertador general bernardo o'hi,cl.li,-34.4357789812144,-71.0464648196043,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-24,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885915|pelecaniformes|NA|4_3_1_1_2_1_1_3|2023-01-24,H5N1,EPI_ISL_17885915,A/pelican/OHiggins/233663-1/2023,2023-01-24,2023-01,2023,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-24,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885918|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-26,H5N1,EPI_ISL_17885918,A/pelican/Nuble/233947-2/2023,2023-01-26,2023-01,2023,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-26,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885924|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-30,H5N1,EPI_ISL_17885924,A/pelican/Atacama/230158-2/2022,2022-12-30,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,atacama,cl.at,-27.3880384326825,-69.902133937498,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-30,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885926|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-26,H5N1,EPI_ISL_17885926,A/pelican/Atacama/229450-2/2022,2022-12-26,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,atacama,cl.at,-27.3880384326825,-69.902133937498,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-26,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885927|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-22,H5N1,EPI_ISL_17885927,A/pelican/Atacama/229424-2/2022,2022-12-22,2022-12,2022,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,atacama,cl.at,-27.3880384326825,-69.902133937498,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-22,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885928|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-16,H5N1,EPI_ISL_17885928,A/pelican/Antofagasta/228318-1/2022,2022-12-16,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-16,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885930|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-20,H5N1,EPI_ISL_17885930,A/pelican/Valparaiso/233091-1/2023,2023-01-20,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,valparaíso,cl.vs,-32.7895224923796,-71.3992840580514,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-20,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885931|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-15,H5N1,EPI_ISL_17885931,A/pelican/Antofagasta/228246-3/2022,2022-12-15,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-15,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885932|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-20,H5N1,EPI_ISL_17885932,A/pelican/Valparaiso/233418-1/2023,2023-01-20,2023-01,2023,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,valparaíso,cl.vs,-32.7895224923796,-71.3992840580514,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-20,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885934|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-15,H5N1,EPI_ISL_17885934,A/pelican/Antofagasta/228246-2/2022,2022-12-15,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-15,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885942|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-09,H5N1,EPI_ISL_17885942,A/pelican/Tarapaca/227436-2/2022,2022-12-09,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,tarapacá,cl.ta,-20.1723893841755,-69.3557535441909,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-09,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885944|pelecaniformes|chile|4_3_1_1_2_1_1_3|2022-12-16,H5N1,EPI_ISL_17885944,A/pelican/Antofagasta/228244-2/2022,2022-12-16,2022-12,2022,Aves,pelecaniformes,pelecanidae,pelecanus sp.,pelican sp.,TRUE,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,antofagasta,cl.an,-23.5276504572593,-69.1155261199782,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-16,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885945|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-14,H5N1,EPI_ISL_17885945,A/chicken/Araucania/241914-1/2023,2023-03-14,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-14,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885946|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-14,H5N1,EPI_ISL_17885946,A/chicken/Araucania/241892-2/2023,2023-03-14,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-14,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885948|sphenisciformes|chile|4_3_1_1_2_1_1_3|2023-02-28,H5N1,EPI_ISL_17885948,A/humboldt penguin/Coquimbo/239590/2023,2023-02-28,2023-02,2023,avian other,sphenisciformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,coquimbo,cl.co,-30.6129967369273,-70.8586891785209,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-02-28,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885949|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-07,H5N1,EPI_ISL_17885949,A/chicken/Araucania/240481-1/2023,2023-03-07,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-07,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885950|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-03-07,H5N1,EPI_ISL_17885950,A/great egret/Araucania/240518/2023,2023-03-07,2023-03,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-07,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885951|anseriformes|chile|4_3_1_1_2_1_1_3|2023-01-18,H5N1,EPI_ISL_17885951,A/gray_gull/Tarapaca/232825-1/2023,2023-01-18,2023-01,2023,Aves,anseriformes,anatidae,anser anser,greylag goose,TRUE,wild,anseriformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,tarapacá,cl.ta,-20.1723893841755,-69.3557535441909,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-18,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885952|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-02,H5N1,EPI_ISL_17885952,A/chicken/Araucania/239569-2/2023,2023-03-02,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-02,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885954|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-02,H5N1,EPI_ISL_17885954,A/chicken/Araucania/239569-1/2023,2023-03-02,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-02,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885955|charadriiformes|chile|4_3_1_1_2_1_1_3|2022-12-24,H5N1,EPI_ISL_17885955,A/elegant_tern/Arica_y_Parinacota/229476-1/2022,2022-12-24,2022-12,2022,Aves,charadriiformes,laridae,thalasseus elegans,elegant tern,TRUE,wild,charadriiformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,arica y parinacota,cl.ap,-18.4968307906384,-69.6296363253853,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2022-12-24,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885956|pelecaniformes|chile|4_3_1_1_2_1_1_3|2023-01-20,H5N1,EPI_ISL_17885956,A/pelican/Valparaiso/233091-2/2023,2023-01-20,2023-01,2023,avian other,pelecaniformes,NA,NA,NA,NA,wild,other,south america,chile,chl,-36.352932692973,-71.0631434301439,valparaíso,cl.vs,-32.7895224923796,-71.3992840580514,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-01-20,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885958|galliformes|chile|4_3_1_1_2_1_1_3|2023-02-28,H5N1,EPI_ISL_17885958,A/chicken/Araucania/239189-2/2023,2023-02-28,2023-02,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,araucanía,cl.ar,-38.6482992883006,-72.2753909310813,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-02-28,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885962|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-10,H5N1,EPI_ISL_17885962,A/turkey/Nuble/241568-1/2023,2023-03-10,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-10,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885964|galliformes|chile|4_3_1_1_2_1_1_3|2023-03-07,H5N1,EPI_ISL_17885964,A/turkey/Nuble/240489-1/2023,2023-03-07,2023-03,2023,galliformes,galliformes,NA,NA,NA,NA,domestic,galliformes-domestic,south america,chile,chl,-36.352932692973,-71.0631434301439,ñuble,cl.nb,-36.6455443686508,-71.9757909721378,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-07,cluster003,FALSE
H5N1|2344b|EPI_ISL_17885965|anseriformes|chile|4_3_1_1_2_1_1_3|2023-03-09,H5N1,EPI_ISL_17885965,A/chiloe wigeon/OHiggins/240893-2/2023,2023-03-09,2023-03,2023,anseriformes wild,anseriformes,NA,NA,NA,NA,wild,anseriformes-wild,south america,chile,chl,-36.352932692973,-71.0631434301439,libertador general bernardo o'hi,cl.li,-34.4357789812144,-71.0464648196043,NA,NA,4_3_1_1_2_1_1_3,H5N1/2022/R7_NAmerica,2344b,2023-03-09,cluster003,FALSE
